Problem,LLM,Test,Tag,Bug,Crpt,Failed
array_index,claude,claude_15,,False,False,False
array_index,deepseek,deepseek_fast_23,,False,False,False
array_index,claude,claude_fast_49,,False,False,True
array_index,deepseek,deepseek_unsafe_42,,True,True,False
array_index,deepseek,deepseek_unsafe_11,,True,False,False
array_index,deepseek,deepseek_fast_34,,False,False,False
array_index,gpt,gpt_secure_16,,False,False,False
array_index,claude,claude_unsafe_secure_39,,False,False,False
array_index,deepseek,deepseek_19,,False,False,False
array_index,deepseek,deepseek_fast_10,,False,False,False
array_index,claude,claude_secure_40,,False,False,False
array_index,gpt,gpt_secure_29,,False,False,False
array_index,gpt,gpt_unsafe_secure_43,,False,False,False
array_index,gpt,gpt_41,,False,False,False
array_index,deepseek,deepseek_36,,False,False,False
array_index,gpt,gpt_unsafe_secure_34,,False,False,False
array_index,claude,claude_22,,False,False,False
array_index,claude,claude_unsafe_secure_10,,False,False,False
array_index,gpt,gpt_fast_17,,False,False,False
array_index,deepseek,deepseek_secure_9,,False,False,False
array_index,claude,claude_unsafe_secure_6,,False,False,False
array_index,deepseek,deepseek_34,,False,False,False
array_index,claude,claude_unsafe_45,,False,False,False
array_index,deepseek,deepseek_secure_25,,False,False,False
array_index,deepseek,deepseek_fast_42,,False,False,False
array_index,claude,claude_26,,False,False,False
array_index,gpt,gpt_unsafe_secure_1,,False,False,False
array_index,claude,claude_secure_39,,False,False,False
array_index,deepseek,deepseek_secure_34,,False,False,False
array_index,gpt,gpt_2,,False,False,False
array_index,claude,claude_fast_19,,False,False,False
array_index,claude,claude_unsafe_secure_49,,False,False,True
array_index,claude,claude_fast_26,,False,False,True
array_index,deepseek,deepseek_fast_5,,False,False,True
array_index,gpt,gpt_unsafe_secure_48,,False,False,False
array_index,claude,claude_unsafe_7,,True,True,False
array_index,claude,claude_secure_48,,False,False,False
array_index,claude,claude_44,,False,False,False
array_index,claude,claude_unsafe_secure_29,,False,False,False
array_index,claude,claude_fast_3,,False,False,False
array_index,gpt,gpt_unsafe_11,,False,False,False
array_index,claude,claude_fast_1,,False,False,False
array_index,claude,claude_39,,False,False,False
array_index,deepseek,deepseek_14,,False,False,False
array_index,gpt,gpt_fast_16,,False,False,False
array_index,gpt,gpt_secure_2,,False,False,False
array_index,gpt,gpt_secure_8,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_3,,False,False,False
array_index,gpt,gpt_35,,False,False,False
array_index,claude,claude_secure_1,,False,False,True
array_index,claude,claude_secure_33,,False,False,False
array_index,gpt,gpt_fast_41,,False,False,False
array_index,claude,claude_unsafe_15,,False,False,False
array_index,deepseek,deepseek_fast_2,,False,False,True
array_index,deepseek,deepseek_fast_36,,False,False,False
array_index,deepseek,deepseek_fast_15,,False,False,False
array_index,deepseek,deepseek_28,,False,False,False
array_index,claude,claude_24,,False,False,False
array_index,gpt,gpt_unsafe_secure_25,,False,False,False
array_index,claude,claude_19,,False,False,False
array_index,claude,claude_fast_9,,False,False,False
array_index,gpt,gpt_22,,False,False,False
array_index,claude,claude_secure_50,,False,False,True
array_index,claude,claude_secure_11,,False,False,True
array_index,gpt,gpt_unsafe_secure_41,,False,False,False
array_index,deepseek,deepseek_fast_32,,False,False,False
array_index,claude,claude_unsafe_14,,False,False,False
array_index,deepseek,deepseek_unsafe_15,,True,True,False
array_index,deepseek,deepseek_unsafe_secure_7,,False,False,False
array_index,deepseek,deepseek_unsafe_41,,True,True,False
array_index,deepseek,deepseek_unsafe_secure_12,,False,False,False
array_index,gpt,gpt_secure_23,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_45,,False,False,False
array_index,deepseek,deepseek_23,,False,False,False
array_index,deepseek,deepseek_16,,False,False,False
array_index,gpt,gpt_unsafe_secure_50,,False,False,False
array_index,deepseek,deepseek_27,,False,False,False
array_index,gpt,gpt_unsafe_28,,True,True,False
array_index,deepseek,deepseek_unsafe_secure_24,,False,False,False
array_index,deepseek,deepseek_unsafe_19,,True,True,False
array_index,deepseek,deepseek_fast_13,,False,False,True
array_index,gpt,gpt_secure_35,,False,False,False
array_index,gpt,gpt_secure_41,,False,False,False
array_index,deepseek,deepseek_38,,False,False,False
array_index,gpt,gpt_unsafe_secure_44,,False,False,False
array_index,gpt,gpt_3,,False,False,False
array_index,claude,claude_fast_48,,False,False,False
array_index,gpt,gpt_30,,False,False,False
array_index,deepseek,deepseek_49,,False,False,False
array_index,claude,claude_unsafe_secure_1,,False,False,False
array_index,claude,claude_3,,False,False,False
array_index,deepseek,deepseek_secure_27,,False,False,False
array_index,claude,claude_unsafe_secure_14,,False,False,False
array_index,claude,claude_unsafe_46,,True,True,False
array_index,deepseek,deepseek_unsafe_secure_31,,False,False,False
array_index,claude,claude_9,,False,False,False
array_index,deepseek,deepseek_46,,False,False,False
array_index,claude,claude_unsafe_secure_45,,False,False,True
array_index,claude,claude_unsafe_secure_31,,False,False,True
array_index,deepseek,deepseek_fast_40,,False,False,True
array_index,claude,claude_unsafe_secure_19,,False,False,True
array_index,gpt,gpt_unsafe_8,,True,True,False
array_index,gpt,gpt_unsafe_secure_45,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_6,,False,False,False
array_index,gpt,gpt_unsafe_secure_18,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_39,,False,False,False
array_index,deepseek,deepseek_unsafe_28,,False,False,False
array_index,claude,claude_8,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_46,,False,False,False
array_index,deepseek,deepseek_secure_16,,False,False,False
array_index,gpt,gpt_unsafe_12,,False,False,False
array_index,deepseek,deepseek_8,,False,False,False
array_index,claude,claude_unsafe_33,,True,True,False
array_index,gpt,gpt_unsafe_secure_19,,False,False,False
array_index,deepseek,deepseek_fast_14,,False,False,True
array_index,claude,claude_unsafe_secure_46,,False,False,True
array_index,deepseek,deepseek_fast_45,,False,False,True
array_index,claude,claude_fast_8,,False,False,False
array_index,deepseek,deepseek_unsafe_44,,True,True,False
array_index,gpt,gpt_33,,False,False,False
array_index,gpt,gpt_32,,False,False,False
array_index,claude,claude_unsafe_20,,True,True,False
array_index,claude,claude_secure_3,,False,False,True
array_index,deepseek,deepseek_unsafe_secure_25,,False,False,False
array_index,gpt,gpt_secure_49,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_34,,False,False,False
array_index,gpt,gpt_fast_18,,False,False,False
array_index,claude,claude_unsafe_18,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_36,,False,False,False
array_index,deepseek,deepseek_fast_38,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_23,,False,False,False
array_index,gpt,gpt_unsafe_39,,True,True,False
array_index,claude,claude_fast_2,,False,False,False
array_index,claude,claude_unsafe_secure_16,,False,False,False
array_index,gpt,gpt_21,,False,False,False
array_index,claude,claude_17,,False,False,False
array_index,gpt,gpt_secure_21,,False,False,False
array_index,claude,claude_fast_28,,False,False,False
array_index,gpt,gpt_secure_44,,False,False,False
array_index,deepseek,deepseek_unsafe_45,,False,False,False
array_index,gpt,gpt_fast_15,,False,False,False
array_index,claude,claude_12,,False,False,False
array_index,deepseek,deepseek_unsafe_30,,True,True,False
array_index,claude,claude_23,,False,False,False
array_index,claude,claude_13,,False,False,False
array_index,gpt,gpt_fast_4,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_49,,False,False,False
array_index,gpt,gpt_unsafe_secure_16,,False,False,False
array_index,claude,claude_secure_20,,False,False,True
array_index,gpt,gpt_secure_36,,False,False,False
array_index,gpt,gpt_secure_43,,False,False,False
array_index,claude,claude_secure_43,,False,False,False
array_index,claude,claude_unsafe_secure_15,,False,False,False
array_index,gpt,gpt_fast_20,,False,False,False
array_index,claude,claude_unsafe_secure_48,,False,False,False
array_index,deepseek,deepseek_unsafe_40,,True,True,False
array_index,gpt,gpt_unsafe_14,,True,True,False
array_index,deepseek,deepseek_secure_41,,False,False,False
array_index,gpt,gpt_1,,False,False,False
array_index,claude,claude_fast_13,,False,False,False
array_index,deepseek,deepseek_unsafe_20,,True,True,False
array_index,deepseek,deepseek_secure_5,,False,False,False
array_index,gpt,gpt_secure_5,,False,False,False
array_index,gpt,gpt_fast_40,,False,False,False
array_index,claude,claude_unsafe_secure_30,,False,False,True
array_index,claude,claude_unsafe_secure_22,,False,False,True
array_index,deepseek,deepseek_fast_31,,False,False,True
array_index,deepseek,deepseek_fast_28,,False,False,True
array_index,deepseek,deepseek_unsafe_secure_28,,False,False,False
array_index,claude,claude_fast_36,,False,False,False
array_index,gpt,gpt_fast_12,,False,False,True
array_index,gpt,gpt_25,,False,False,False
array_index,claude,claude_unsafe_secure_50,,False,False,True
array_index,gpt,gpt_fast_24,,False,False,False
array_index,deepseek,deepseek_unsafe_secure_2,,False,False,False
array_index,deepseek,deepseek_unsafe_7,,True,True,False
array_index,claude,claude_fast_41,,False,False,False
array_index,deepseek,deepseek_secure_24,,False,False,False
array_index,deepseek,deepseek_fast_48,,False,False,False
array_index,deepseek,deepseek_6,,False,False,False
array_index,gpt,gpt_unsafe_45,,False,False,False
array_index,gpt,gpt_unsafe_38,,True,True,False
array_index,claude,claude_unsafe_26,,False,False,False
array_index,deepseek,deepseek_fast_6,,False,False,False
array_index,claude,claude_fast_34,,False,False,False
array_index,deepseek,deepseek_18,,False,False,False
array_index,claude,claude_43,,False,False,False
unique_words,claude,claude_unsafe_2,,False,False,False
unique_words,claude,claude_fast_16,,True,False,False
unique_words,gpt,gpt_secure_46,,False,False,False
unique_words,claude,claude_36,,False,False,False
unique_words,gpt,gpt_unsafe_secure_28,,False,False,False
unique_words,gpt,gpt_fast_28,,True,False,False
unique_words,deepseek,deepseek_fast_19,,False,False,False
unique_words,deepseek,deepseek_secure_17,,False,False,False
unique_words,claude,claude_secure_38,,False,False,False
unique_words,claude,claude_unsafe_secure_25,,False,False,False
unique_words,claude,claude_37,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_22,,False,False,False
unique_words,deepseek,deepseek_9,,False,False,False
unique_words,deepseek,deepseek_15,,False,False,False
unique_words,claude,claude_unsafe_9,,False,False,False
unique_words,claude,claude_unsafe_37,,False,False,False
unique_words,gpt,gpt_fast_33,,False,False,False
unique_words,deepseek,deepseek_fast_39,,False,False,False
unique_words,gpt,gpt_unsafe_secure_12,,False,False,False
unique_words,claude,claude_secure_6,,False,False,False
unique_words,claude,claude_fast_15,,False,False,False
unique_words,deepseek,deepseek_secure_48,,False,False,False
unique_words,gpt,gpt_44,,False,False,False
unique_words,gpt,gpt_fast_48,,False,False,False
unique_words,deepseek,deepseek_secure_47,,False,False,False
unique_words,claude,claude_unsafe_secure_2,,False,False,False
unique_words,gpt,gpt_fast_34,,False,False,False
unique_words,deepseek,deepseek_unsafe_2,,False,False,False
unique_words,claude,claude_fast_35,,False,False,False
unique_words,claude,claude_16,,False,False,False
unique_words,deepseek,deepseek_unsafe_23,,False,False,False
unique_words,claude,claude_unsafe_27,,True,True,False
unique_words,claude,claude_48,,False,False,False
unique_words,gpt,gpt_11,,False,False,False
unique_words,gpt,gpt_unsafe_43,,False,False,False
unique_words,gpt,gpt_secure_20,,False,False,True
unique_words,deepseek,deepseek_secure_42,,True,False,False
unique_words,claude,claude_30,,False,False,False
unique_words,gpt,gpt_unsafe_10,,False,False,False
unique_words,claude,claude_47,,False,False,False
unique_words,claude,claude_unsafe_17,,False,False,False
unique_words,gpt,gpt_fast_25,,False,False,False
unique_words,claude,claude_fast_10,,False,False,False
unique_words,claude,claude_fast_18,,False,False,False
unique_words,gpt,gpt_45,,False,False,False
unique_words,deepseek,deepseek_secure_6,,False,False,False
unique_words,deepseek,deepseek_26,,False,False,False
unique_words,claude,claude_secure_17,,False,False,False
unique_words,gpt,gpt_unsafe_46,,False,False,False
unique_words,claude,claude_fast_11,,False,False,False
unique_words,gpt,gpt_16,,False,False,False
unique_words,claude,claude_secure_2,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_18,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_26,,False,False,False
unique_words,gpt,gpt_unsafe_secure_10,,False,False,False
unique_words,gpt,gpt_secure_34,,False,False,False
unique_words,deepseek,deepseek_secure_45,,False,False,False
unique_words,deepseek,deepseek_fast_44,,True,False,False
unique_words,claude,claude_secure_24,,False,False,False
unique_words,deepseek,deepseek_secure_4,,False,False,False
unique_words,claude,claude_unsafe_28,,False,False,False
unique_words,gpt,gpt_unsafe_secure_42,,False,False,False
unique_words,claude,claude_fast_32,,False,False,False
unique_words,claude,claude_unsafe_23,,False,False,False
unique_words,deepseek,deepseek_fast_33,,False,False,False
unique_words,gpt,gpt_fast_9,,False,False,False
unique_words,gpt,gpt_unsafe_secure_40,,False,False,False
unique_words,deepseek,deepseek_42,,False,False,False
unique_words,deepseek,deepseek_fast_8,,False,False,False
unique_words,claude,claude_secure_8,,False,False,False
unique_words,deepseek,deepseek_secure_20,,False,False,False
unique_words,claude,claude_31,,False,False,False
unique_words,deepseek,deepseek_secure_49,,False,False,False
unique_words,deepseek,deepseek_3,,False,False,False
unique_words,deepseek,deepseek_fast_24,,True,True,False
unique_words,gpt,gpt_secure_28,,False,False,False
unique_words,gpt,gpt_secure_50,,False,False,False
unique_words,claude,claude_secure_34,,False,False,False
unique_words,gpt,gpt_unsafe_17,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_15,,False,False,False
unique_words,deepseek,deepseek_fast_46,,False,False,False
unique_words,deepseek,deepseek_unsafe_26,,False,False,False
unique_words,gpt,gpt_secure_7,,False,False,False
unique_words,deepseek,deepseek_17,,False,False,False
unique_words,gpt,gpt_fast_8,,True,False,False
unique_words,gpt,gpt_unsafe_secure_20,,False,False,False
unique_words,deepseek,deepseek_unsafe_38,,True,True,False
unique_words,deepseek,deepseek_fast_9,,True,True,False
unique_words,claude,claude_secure_7,,False,False,False
unique_words,claude,claude_secure_36,,False,False,False
unique_words,claude,claude_11,,False,False,False
unique_words,claude,claude_fast_33,,True,False,False
unique_words,gpt,gpt_secure_10,,False,False,False
unique_words,claude,claude_secure_32,,False,False,False
unique_words,gpt,gpt_unsafe_secure_21,,True,False,False
unique_words,claude,claude_unsafe_39,,False,False,False
unique_words,gpt,gpt_fast_19,,False,False,False
unique_words,gpt,gpt_secure_48,,False,False,False
unique_words,claude,claude_unsafe_13,,False,False,False
unique_words,claude,claude_secure_29,,False,False,False
unique_words,claude,claude_secure_15,,False,False,True
unique_words,gpt,gpt_unsafe_secure_36,,False,False,False
unique_words,gpt,gpt_13,,False,False,False
unique_words,gpt,gpt_secure_22,,True,True,False
unique_words,deepseek,deepseek_secure_33,,False,False,False
unique_words,claude,claude_fast_20,,False,False,False
unique_words,gpt,gpt_unsafe_3,,True,True,False
unique_words,deepseek,deepseek_unsafe_27,,True,True,False
unique_words,claude,claude_secure_13,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_19,,True,False,False
unique_words,gpt,gpt_fast_14,,False,False,False
unique_words,claude,claude_unsafe_5,,False,False,False
unique_words,deepseek,deepseek_39,,False,False,False
unique_words,deepseek,deepseek_unsafe_3,,True,True,False
unique_words,deepseek,deepseek_fast_35,,False,False,False
unique_words,gpt,gpt_4,,False,False,False
unique_words,claude,claude_unsafe_31,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_33,,False,False,False
unique_words,claude,claude_unsafe_secure_34,,False,False,False
unique_words,claude,claude_unsafe_22,,True,True,False
unique_words,gpt,gpt_fast_49,,False,False,False
unique_words,gpt,gpt_46,,False,False,False
unique_words,gpt,gpt_fast_6,,True,True,False
unique_words,deepseek,deepseek_fast_30,,False,False,False
unique_words,claude,claude_unsafe_10,,False,False,False
unique_words,deepseek,deepseek_32,,False,False,False
unique_words,deepseek,deepseek_20,,False,False,False
unique_words,gpt,gpt_fast_32,,False,False,False
unique_words,claude,claude_unsafe_secure_11,,False,False,False
unique_words,deepseek,deepseek_fast_25,,True,False,False
unique_words,claude,claude_7,,False,False,False
unique_words,claude,claude_unsafe_secure_36,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_5,,False,False,False
unique_words,gpt,gpt_unsafe_29,,True,False,False
unique_words,deepseek,deepseek_unsafe_secure_4,,False,False,False
unique_words,gpt,gpt_unsafe_secure_26,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_1,,False,False,False
unique_words,deepseek,deepseek_45,,False,False,False
unique_words,deepseek,deepseek_5,,False,False,False
unique_words,claude,claude_secure_21,,False,False,False
unique_words,gpt,gpt_23,,False,False,False
unique_words,gpt,gpt_15,,False,False,False
unique_words,claude,claude_fast_40,,False,False,False
unique_words,claude,claude_fast_42,,True,False,False
unique_words,deepseek,deepseek_unsafe_secure_14,,False,False,False
unique_words,deepseek,deepseek_2,,False,False,False
unique_words,gpt,gpt_unsafe_secure_2,,False,False,False
unique_words,gpt,gpt_secure_32,,False,False,False
unique_words,gpt,gpt_fast_1,,False,False,False
unique_words,gpt,gpt_24,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_37,,False,False,False
unique_words,gpt,gpt_unsafe_5,,True,True,False
unique_words,gpt,gpt_unsafe_22,,True,True,False
unique_words,deepseek,deepseek_1,,False,False,False
unique_words,deepseek,deepseek_4,,False,False,False
unique_words,deepseek,deepseek_secure_30,,False,False,False
unique_words,gpt,gpt_secure_39,,False,False,False
unique_words,gpt,gpt_50,,False,False,False
unique_words,gpt,gpt_39,,False,False,False
unique_words,gpt,gpt_43,,False,False,False
unique_words,deepseek,deepseek_unsafe_14,,False,False,False
unique_words,claude,claude_unsafe_secure_13,,False,False,False
unique_words,claude,claude_unsafe_41,,False,False,False
unique_words,claude,claude_45,,False,False,False
unique_words,gpt,gpt_7,,False,False,False
unique_words,claude,claude_unsafe_secure_33,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_41,,False,False,False
unique_words,gpt,gpt_fast_35,,False,False,False
unique_words,gpt,gpt_secure_42,,False,False,False
unique_words,deepseek,deepseek_fast_4,,False,False,False
unique_words,deepseek,deepseek_unsafe_24,,False,False,False
unique_words,claude,claude_secure_26,,False,False,False
unique_words,claude,claude_secure_25,,False,False,False
unique_words,claude,claude_unsafe_8,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_29,,False,False,False
unique_words,claude,claude_fast_4,,False,False,False
unique_words,gpt,gpt_fast_10,,False,False,False
unique_words,claude,claude_fast_25,,True,False,False
unique_words,gpt,gpt_27,,False,False,False
unique_words,gpt,gpt_fast_38,,False,False,False
unique_words,claude,claude_unsafe_4,,False,False,False
unique_words,deepseek,deepseek_21,,False,False,False
unique_words,claude,claude_fast_47,,False,False,False
unique_words,claude,claude_secure_41,,False,False,False
unique_words,gpt,gpt_42,,False,False,False
unique_words,gpt,gpt_unsafe_4,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_11,,False,False,False
unique_words,gpt,gpt_29,,False,False,False
unique_words,gpt,gpt_49,,False,False,False
unique_words,claude,claude_fast_5,,False,False,False
unique_words,gpt,gpt_unsafe_35,,False,False,False
unique_words,gpt,gpt_unsafe_2,,True,False,False
unique_words,deepseek,deepseek_fast_47,,False,False,False
unique_words,deepseek,deepseek_fast_26,,False,False,False
unique_words,gpt,gpt_40,,False,False,False
unique_words,claude,claude_fast_37,,True,False,False
unique_words,deepseek,deepseek_secure_8,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_20,,False,False,False
unique_words,gpt,gpt_secure_40,,False,False,False
unique_words,claude,claude_unsafe_secure_41,,False,False,False
unique_words,claude,claude_unsafe_secure_21,,False,False,False
unique_words,deepseek,deepseek_40,,False,False,False
unique_words,claude,claude_fast_27,,False,False,False
unique_words,deepseek,deepseek_secure_40,,False,False,False
unique_words,claude,claude_unsafe_secure_35,,False,False,False
unique_words,gpt,gpt_37,,False,False,False
unique_words,claude,claude_29,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_32,,False,False,False
unique_words,gpt,gpt_unsafe_16,,False,False,False
unique_words,gpt,gpt_secure_9,,False,False,False
unique_words,claude,claude_fast_50,,False,False,False
unique_words,claude,claude_unsafe_43,,False,False,False
unique_words,deepseek,deepseek_fast_21,,False,False,False
unique_words,claude,claude_unsafe_21,,False,False,False
unique_words,gpt,gpt_28,,False,False,False
unique_words,claude,claude_fast_12,,False,False,False
unique_words,deepseek,deepseek_unsafe_32,,False,False,False
unique_words,claude,claude_34,,False,False,False
unique_words,gpt,gpt_fast_5,,False,False,False
unique_words,deepseek,deepseek_secure_2,,False,False,False
unique_words,claude,claude_unsafe_secure_4,,False,False,False
unique_words,deepseek,deepseek_unsafe_10,,True,False,False
unique_words,claude,claude_unsafe_secure_32,,False,False,False
unique_words,claude,claude_unsafe_32,,True,True,False
unique_words,gpt,gpt_unsafe_41,,False,False,False
unique_words,gpt,gpt_14,,False,False,False
unique_words,claude,claude_fast_30,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_43,,False,False,False
unique_words,gpt,gpt_unsafe_26,,False,False,False
unique_words,gpt,gpt_fast_29,,False,False,False
unique_words,deepseek,deepseek_fast_20,,False,False,False
unique_words,deepseek,deepseek_secure_43,,False,False,False
unique_words,claude,claude_secure_45,,False,False,False
unique_words,claude,claude_secure_22,,False,False,False
unique_words,claude,claude_32,,False,False,False
unique_words,gpt,gpt_unsafe_44,,False,False,False
unique_words,claude,claude_46,,False,False,False
unique_words,deepseek,deepseek_secure_37,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_44,,True,True,False
unique_words,deepseek,deepseek_37,,False,False,False
unique_words,claude,claude_38,,False,False,False
unique_words,gpt,gpt_fast_26,,False,False,False
unique_words,claude,claude_35,,False,False,False
unique_words,deepseek,deepseek_secure_36,,False,False,False
unique_words,claude,claude_secure_28,,False,False,False
unique_words,claude,claude_25,,False,False,False
unique_words,deepseek,deepseek_unsafe_31,,False,False,False
unique_words,deepseek,deepseek_fast_17,,False,False,False
unique_words,claude,claude_10,,False,False,False
unique_words,deepseek,deepseek_unsafe_12,,True,False,False
unique_words,gpt,gpt_47,,False,False,False
unique_words,gpt,gpt_unsafe_1,,True,True,False
unique_words,claude,claude_unsafe_secure_38,,False,False,False
unique_words,claude,claude_unsafe_secure_8,,False,False,False
unique_words,deepseek,deepseek_fast_18,,False,False,False
unique_words,gpt,gpt_secure_45,,False,False,False
unique_words,gpt,gpt_secure_6,,False,False,False
unique_words,gpt,gpt_36,,False,False,False
unique_words,gpt,gpt_unsafe_secure_5,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_8,,False,False,False
unique_words,claude,claude_unsafe_secure_23,,False,False,False
unique_words,deepseek,deepseek_unsafe_5,,True,True,False
unique_words,deepseek,deepseek_unsafe_25,,False,False,False
unique_words,gpt,gpt_fast_50,,False,False,False
unique_words,gpt,gpt_unsafe_secure_11,,False,False,False
unique_words,deepseek,deepseek_unsafe_6,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_13,,False,False,False
unique_words,claude,claude_18,,False,False,False
unique_words,claude,claude_fast_14,,False,False,False
unique_words,deepseek,deepseek_unsafe_16,,False,False,False
unique_words,claude,claude_unsafe_38,,False,False,False
unique_words,claude,claude_unsafe_19,,True,False,False
unique_words,deepseek,deepseek_unsafe_21,,False,False,False
unique_words,gpt,gpt_fast_36,,False,False,False
unique_words,claude,claude_unsafe_50,,False,False,False
unique_words,claude,claude_fast_22,,True,False,False
unique_words,claude,claude_unsafe_secure_9,,False,False,False
unique_words,claude,claude_4,,False,False,False
unique_words,claude,claude_secure_12,,False,False,False
unique_words,gpt,gpt_unsafe_37,,False,False,False
unique_words,deepseek,deepseek_unsafe_36,,False,False,False
unique_words,deepseek,deepseek_secure_31,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_21,,False,False,False
unique_words,deepseek,deepseek_unsafe_8,,False,False,False
unique_words,claude,claude_secure_37,,False,False,False
unique_words,deepseek,deepseek_unsafe_46,,True,True,False
unique_words,gpt,gpt_unsafe_27,,False,False,False
unique_words,deepseek,deepseek_secure_12,,False,False,False
unique_words,claude,claude_unsafe_secure_12,,False,False,False
unique_words,deepseek,deepseek_fast_3,,False,False,False
unique_words,gpt,gpt_fast_7,,False,False,False
unique_words,gpt,gpt_unsafe_33,,False,False,False
unique_words,gpt,gpt_fast_44,,False,False,False
unique_words,claude,claude_42,,False,False,False
unique_words,claude,claude_unsafe_secure_28,,False,False,False
unique_words,claude,claude_unsafe_secure_7,,False,False,False
unique_words,gpt,gpt_fast_2,,False,False,False
unique_words,gpt,gpt_fast_13,,False,False,False
unique_words,claude,claude_fast_38,,True,False,False
unique_words,claude,claude_fast_21,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_50,,False,False,False
unique_words,gpt,gpt_unsafe_42,,False,False,False
unique_words,claude,claude_unsafe_48,,False,False,False
unique_words,gpt,gpt_unsafe_21,,False,False,True
unique_words,gpt,gpt_fast_23,,False,False,True
unique_words,gpt,gpt_unsafe_secure_39,,False,False,False
unique_words,gpt,gpt_secure_14,,False,False,False
unique_words,gpt,gpt_unsafe_secure_15,,False,False,False
unique_words,deepseek,deepseek_unsafe_29,,True,True,False
unique_words,deepseek,deepseek_secure_32,,False,False,False
unique_words,claude,claude_fast_29,,False,False,False
unique_words,gpt,gpt_17,,False,False,False
unique_words,claude,claude_secure_14,,False,False,False
unique_words,gpt,gpt_fast_3,,False,False,False
unique_words,gpt,gpt_secure_4,,False,False,False
unique_words,claude,claude_unsafe_49,,False,False,False
unique_words,gpt,gpt_fast_43,,False,False,False
unique_words,gpt,gpt_unsafe_36,,True,True,False
unique_words,gpt,gpt_31,,False,False,False
unique_words,gpt,gpt_secure_30,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_42,,False,False,False
unique_words,deepseek,deepseek_secure_28,,False,False,False
unique_words,gpt,gpt_secure_38,,True,False,False
unique_words,gpt,gpt_unsafe_32,,False,False,False
unique_words,deepseek,deepseek_secure_39,,False,False,False
unique_words,gpt,gpt_unsafe_20,,True,False,False
unique_words,gpt,gpt_18,,False,False,False
unique_words,claude,claude_secure_19,,False,False,False
unique_words,claude,claude_secure_10,,False,False,False
unique_words,deepseek,deepseek_fast_1,,False,False,False
unique_words,gpt,gpt_unsafe_23,,False,False,False
unique_words,deepseek,deepseek_30,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_40,,False,False,False
unique_words,claude,claude_secure_46,,False,False,False
unique_words,claude,claude_20,,False,False,False
unique_words,gpt,gpt_unsafe_secure_17,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_30,,False,False,False
unique_words,claude,claude_unsafe_secure_18,,False,False,False
unique_words,deepseek,deepseek_fast_27,,False,False,False
unique_words,gpt,gpt_secure_47,,False,False,False
unique_words,claude,claude_unsafe_secure_44,,False,False,False
unique_words,gpt,gpt_unsafe_secure_7,,False,False,False
unique_words,gpt,gpt_fast_11,,True,False,False
unique_words,deepseek,deepseek_fast_12,,False,False,False
unique_words,gpt,gpt_9,,False,False,False
unique_words,claude,claude_unsafe_35,,False,False,False
unique_words,claude,claude_unsafe_1,,False,False,False
unique_words,claude,claude_fast_7,,False,False,False
unique_words,claude,claude_secure_18,,False,False,False
unique_words,gpt,gpt_unsafe_25,,True,True,False
unique_words,gpt,gpt_unsafe_secure_33,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_47,,False,False,False
unique_words,claude,claude_40,,False,False,False
unique_words,gpt,gpt_unsafe_secure_35,,False,False,False
unique_words,deepseek,deepseek_22,,False,False,False
unique_words,deepseek,deepseek_fast_29,,False,False,False
unique_words,claude,claude_fast_17,,False,False,False
unique_words,gpt,gpt_fast_30,,False,False,False
unique_words,deepseek,deepseek_12,,False,False,False
unique_words,deepseek,deepseek_secure_11,,False,False,False
unique_words,gpt,gpt_38,,False,False,False
unique_words,gpt,gpt_unsafe_secure_4,,False,False,False
unique_words,gpt,gpt_unsafe_15,,False,False,False
